DATE_TIME,ID,HOUR,MINUTE,VALUE1,VALUE2,TIME,INSPECTION,seconds
2021-02-02 05:30:00,2,5,30,115.30107513765273,75.77571845556783,05:30:00,2,330
2021-02-02 05:45:00,2,5,45,151.26566567766207,52.99624545363579,05:45:00,2,345
2021-02-02 06:00:00,2,6,0,188.65194792973705,34.32686479979387,06:00:00,2,360
2021-02-02 06:15:00,2,6,15,182.13442004241227,74.23205650696846,06:15:00,2,375
2021-02-02 06:30:00,2,6,30,148.65366015451656,29.249079685043625,06:30:00,2,390
2021-02-02 06:45:00,2,6,45,163.20894380689668,94.83402068894529,06:45:00,2,405
2021-02-02 07:00:00,2,7,0,88.56462367937574,88.30943078593758,07:00:00,2,420
2021-02-02 07:15:00,2,7,15,141.38873824955203,58.655325304683714,07:15:00,2,435
2021-02-02 07:30:00,2,7,30,87.66370496190854,80.73824084673886,07:30:00,2,450
2021-02-02 07:45:00,2,7,45,152.15408339482462,59.93420220061918,07:45:00,2,465
2021-02-02 08:00:00,2,8,0,188.5798514298275,20.812702907057187,08:00:00,2,480
2021-02-02 08:15:00,2,8,15,129.8077675273336,93.67779359295285,08:15:00,2,495
2021-02-02 08:30:00,2,8,30,168.4670752885558,71.54543946012686,08:30:00,2,510
2021-02-02 08:45:00,2,8,45,124.79180544014923,60.06934123733269,08:45:00,2,525
2021-02-02 09:00:00,2,9,0,144.17782987794322,61.430829808073554,09:00:00,2,540
2021-02-02 09:15:00,2,9,15,106.57023220049416,94.43679915105712,09:15:00,2,555
2021-02-02 09:30:00,2,9,30,76.40935565847226,21.196103795382353,09:30:00,2,570
2021-02-02 09:45:00,2,9,45,155.24429991437148,77.32171804837404,09:45:00,2,585
2021-02-02 10:00:00,2,10,0,138.46298176928266,33.176082908278616,10:00:00,2,600
2021-02-02 10:15:00,2,10,15,124.75665721564343,43.1480491299462,10:15:00,2,615
2021-02-02 10:30:00,2,10,30,164.08690852513774,46.680467572839845,10:30:00,2,630
2021-02-02 10:45:00,2,10,45,120.09810306047743,71.96789278320395,10:45:00,2,645
2021-02-02 11:00:00,2,11,0,118.13049507104049,82.39189585977164,11:00:00,2,660
2021-02-02 11:15:00,2,11,15,147.42100181876796,91.99952079341061,11:15:00,2,675
2021-02-02 11:30:00,2,11,30,133.57313833629462,78.90752899673197,11:30:00,2,690
2021-02-02 11:45:00,2,11,45,165.28403258564413,89.71701433324165,11:45:00,2,705
2021-02-02 12:00:00,2,12,0,100.91656718421723,67.25244645219901,12:00:00,2,720
2021-02-02 12:15:00,2,12,15,130.77083370703195,51.54484511749219,12:15:00,2,735
2021-02-02 12:30:00,2,12,30,137.1881243738535,58.27574667313025,12:30:00,2,750
2021-02-02 12:45:00,2,12,45,156.14076571966763,76.64631239069837,12:45:00,2,765
2021-02-02 13:00:00,2,13,0,166.65368182246044,87.2324114422849,13:00:00,2,780
2021-02-02 13:15:00,2,13,15,126.00346211063626,65.79669817660792,13:15:00,2,795
2021-02-02 13:30:00,2,13,30,167.33684513196124,31.45111931199439,13:30:00,2,810
2021-02-02 13:45:00,2,13,45,99.06450972657933,84.9603344460232,13:45:00,2,825
2021-02-02 14:00:00,2,14,0,147.93940514833793,83.16865104511018,14:00:00,2,840
2021-02-02 14:15:00,2,14,15,102.3660770870217,74.930987752048,14:15:00,2,855
2021-02-02 14:30:00,2,14,30,134.0045071683611,96.48281550010533,14:30:00,2,870
2021-02-02 14:45:00,2,14,45,104.4586440471929,97.46630077120159,14:45:00,2,885
2021-02-02 15:00:00,2,15,0,174.8100992158399,36.8749662362937,15:00:00,2,900
2021-02-02 15:15:00,2,15,15,169.04726572533292,80.51356600592175,15:15:00,2,915
2021-02-02 15:30:00,2,15,30,147.22377882239718,20.85215915732542,15:30:00,2,930
2021-02-02 15:45:00,2,15,45,137.9022020273336,97.55560920881008,15:45:00,2,945
2021-02-02 16:00:00,2,16,0,176.00177193470836,50.25384572629634,16:00:00,2,960
2021-02-02 16:15:00,2,16,15,180.18516201265624,76.87170433805272,16:15:00,2,975
2021-02-02 16:30:00,2,16,30,89.55506933254527,27.221582622285474,16:30:00,2,990
2021-02-02 16:45:00,2,16,45,126.15497751862858,22.565116343885638,16:45:00,2,1005
2021-02-02 17:00:00,2,17,0,178.4974165139741,45.886215352397116,17:00:00,2,1020
2021-02-02 17:15:00,2,17,15,161.94532404145906,32.96561325647279,17:15:00,2,1035
2021-02-02 17:30:00,2,17,30,85.31924366474739,90.54607708217192,17:30:00,2,1050
2021-02-02 17:45:00,2,17,45,183.45632269064342,29.0684748577092,17:45:00,2,1065
2021-02-02 18:00:00,2,18,0,78.88289823106145,56.648615712109965,18:00:00,2,1080
2021-02-02 18:15:00,2,18,15,87.65633423634303,92.18505637090843,18:15:00,2,1095
2021-02-02 18:30:00,2,18,30,83.1124584972599,91.03816241547464,18:30:00,2,1110
2021-02-02 18:45:00,2,18,45,95.07814138509593,70.72622224926741,18:45:00,2,1125
2021-02-02 19:00:00,2,19,0,76.71423661624962,25.181558757289142,19:00:00,2,1140
2021-02-02 19:15:00,2,19,15,140.7504347112059,27.936081019747633,19:15:00,2,1155
2021-02-02 19:30:00,2,19,30,158.72762515548968,92.04067493048574,19:30:00,2,1170
2021-02-02 19:45:00,2,19,45,83.50193621081594,41.51177765351589,19:45:00,2,1185
2021-02-02 20:00:00,2,20,0,174.53969791813478,53.991669674171995,20:00:00,2,1200
2021-02-02 20:15:00,2,20,15,188.02674412687793,77.8944207053629,20:15:00,2,1215
2021-02-02 20:30:00,2,20,30,97.41280761177212,51.130359927460475,20:30:00,2,1230
2021-02-02 20:45:00,2,20,45,93.1394421565783,53.820607470865134,20:45:00,2,1245
2021-02-02 21:00:00,2,21,0,138.16682497619678,20.863324153925127,21:00:00,2,1260
2021-02-02 21:15:00,2,21,15,84.92047740049429,76.53620642613896,21:15:00,2,1275
2021-02-02 21:30:00,2,21,30,90.14370371408708,47.28071257198726,21:30:00,2,1290
2021-02-02 21:45:00,2,21,45,177.6953599674348,82.49308741934499,21:45:00,2,1305
2021-02-02 22:00:00,2,22,0,133.46901008088406,69.07257926062793,22:00:00,2,1320
2021-02-02 22:15:00,2,22,15,178.0749048788796,91.32480410293178,22:15:00,2,1335
2021-02-02 22:30:00,2,22,30,137.22647023566762,61.285824034826014,22:30:00,2,1350
2021-02-02 22:45:00,2,22,45,183.3787611759683,30.128555529107224,22:45:00,2,1365
2021-02-02 23:00:00,2,23,0,77.50922075132229,35.790742856672246,23:00:00,2,1380
2021-02-02 23:15:00,2,23,15,186.2257125482301,91.81718831189049,23:15:00,2,1395
2021-02-02 23:30:00,2,23,30,179.2501635022607,33.59903964399546,23:30:00,2,1410
2021-02-02 23:45:00,2,23,45,155.00797943417933,28.926531531743244,23:45:00,2,1425
